num_children	level	entropy	env_vector	num_samp	num_env
736	4	3.27242653238	"[  20.88026908    1.52808433   38.20321124   16.95210457   41.0359406
   17.40461753   29.23571429    0.31464148   82.05588323    1.02409639
   83.63077932  237.67697279   25.6466138     6.02165859   41.91724121
   44.82269705   47.64947453]"	680	17
4	6	0.98940193953	"[ 0.          0.          0.          0.          0.          0.          0.
  0.          3.08974359  0.          0.33333333  0.          0.57692308
  0.          0.          0.          0.        ]"	18	17
84	2	2.58617535528	"[  3.           0.           0.           0.           0.           0.           0.
   0.           4.69047619   0.          13.67857143  33.27380952
   2.38095238   1.5          4.65873016  11.17857143   9.63888889]"	110	17
2	6	0.413806760164	"[ 0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          1.83333333  0.          0.          0.
  0.          0.16666667  0.        ]"	9	17
43	6	1.17628347258	"[  1.58730159e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   2.83380801e+01   0.00000000e+00   1.27256965e+01   7.00721501e-01
   1.11977321e+00   0.00000000e+00   0.00000000e+00   8.16738817e-02
   1.81818182e-02]"	116	17
28	7	2.59556603207	"[  1.20351291e+01   2.52819877e+00   1.00897033e+00   9.64726443e-01
   4.05936197e+00   2.13472489e+00   0.00000000e+00   3.07988622e+00
   1.08695652e-02   0.00000000e+00   1.69491525e-02   1.45571096e+00
   0.00000000e+00   6.30426194e-01   0.00000000e+00   2.52854490e-02
   4.97609735e-02]"	293	17
21	7	1.34538691182	"[  1.56514286e+01   0.00000000e+00   8.28571429e-02   0.00000000e+00
   9.71428571e-02   3.01047619e+00   1.00000000e+00   1.42857143e-02
   0.00000000e+00   0.00000000e+00   7.14285714e-02   0.00000000e+00
   1.34285714e-01   2.14285714e-01   3.47619048e-01   3.76190476e-01
   0.00000000e+00]"	88	17
13	6	2.41091080862	"[ 1.01333333  0.          0.          0.          0.01        0.00666667
  0.          0.          3.74956044  0.14285714  1.32095238  1.04
  0.87501832  0.15333333  0.02        4.65161172  0.01666667]"	216	17
1	7	1.46899559359	"[ 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.05
  0.    0.45  0.45  0.05  0.  ]"	20	17
1	7	1.56127812446	"[ 0.     0.     0.375  0.375  0.     0.25   0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.   ]"	8	17
1	6	2.05881389033	"[ 0.          0.          0.          0.          0.22222222  0.44444444
  0.          0.          0.          0.          0.          0.          0.
  0.11111111  0.          0.11111111  0.11111111]"	9	17
10	6	2.30558599372	"[ 0.          1.          0.          0.          0.          0.
  1.33333333  0.          0.          0.          0.          0.66666667
  0.          1.          4.          0.          2.        ]"	13	17
12	6	2.96028284101	"[ 3.14993007  0.0034965   0.52699301  0.02272727  0.60643357  0.25374126
  0.          0.17986014  1.45832168  0.          0.26643357  0.01048951
  2.54356643  1.99076923  0.07944056  0.39437063  0.51342657]"	369	17
3	7	1.91829583405	"[ 0.   1.   0.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.   0.
  1.   0. ]"	4	17
1	6	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]	1	17
27	5	2.54889943209	"[ 4.85        0.          0.          0.          0.          0.          0.
  0.          8.43888889  0.          3.26666667  1.33333333  5.54444444
  0.2         0.83333333  2.53333333  0.        ]"	59	17
122	5	3.53868767594	"[ 27.82360793   7.81680983   6.08577091   2.28568118  11.07489518
  18.3740411    0.           2.37565256   3.40162803   2.10889286
   1.3413643    3.97719841   9.55176078   7.84159821   5.65889099
   9.34082528   2.94138245]"	1042	17
114	4	1.71736046632	"[  0.           0.33333333   0.           0.           0.           0.           1.
   0.           7.36111111   0.          71.52659837  19.03014706
   0.40555556   0.           0.           5.25992123   9.08333333]"	130	17
1774	4	3.70702092759	"[ 110.45558314   18.75093954   32.05741261   58.22944523   59.04702476
  137.26853235    8.9711335    50.47325588  110.02801959   29.33431182
  142.32264     118.92810214  329.44725305  204.23971618  141.21207271
  156.11185801   67.12269949]"	1557	17
7	6	2.41221320491	"[ 1.          0.          0.          1.          0.          0.          0.
  0.          1.          0.          0.          0.          0.33333333
  2.16666667  0.          1.5         0.        ]"	10	17
20	6	2.03035758871	"[ 0.03030303  0.03030303  0.          0.          0.          0.20121212
  0.          0.03030303  0.          2.61538462  0.          5.14796981
  0.          0.          7.77029136  0.09090909  4.08332391]"	144	17
2	6	0.811278124459	"[ 0.   0.   0.   0.   1.5  0.5  0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0. ]"	3	17
30	5	3.14392033153	"[ 0.71062857  0.03895151  0.          0.04545455  0.95510573  3.37328257
  0.          0.24865483  1.91652044  0.14285714  3.49151643  2.16705628
  5.80053532  5.88570244  0.68547249  4.34873788  0.18952381]"	347	17
5	7	1.63875868092	"[ 0.    0.    0.5   0.    0.    0.    0.    0.    1.25  0.    0.    0.    0.
  0.5   0.    2.75  0.  ]"	13	17
1	7	2.19967695222	"[ 0.07692308  0.          0.          0.          0.          0.          0.
  0.          0.15384615  0.15384615  0.          0.07692308  0.46153846
  0.          0.          0.          0.07692308]"	13	17
5	7	1.19244174428	"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   1.3  0.   0.4  0.   0.   3.3
  0.   0. ]"	24	17
265	5	3.38632961063	"[ 21.59435559   4.15914908   4.19317525   3.44067842  10.96215282
  26.75243033   0.125        4.42829162  27.39457187   1.42684893
  13.6945755   10.39697483  74.57758039  28.80411271   8.88305454
  19.00134975   5.16569835]"	951	17
62	2	2.50164154497	"[  9.           0.05263158  17.7         19.06315789   6.09868421
   2.36622807   0.           0.05263158   0.           0.           0.           5.
   0.5          0.16666667   0.           0.           2.        ]"	97	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.]	1	17
10	5	1.69339232383	"[ 0.01470588  0.          0.          0.          0.14705882  0.04411765
  0.04761905  0.          0.          0.55443723  0.02941176  0.25966387
  0.          0.14805195  0.1047619   2.80338681  5.84678508]"	114	17
28	2	2.43246365877	"[  0.           0.           0.02941176   0.           0.           0.           0.
   0.           4.17024887   0.           1.94414279   2.86395173
   3.84407994   0.7153092    3.00860985  11.40501508   0.01923077]"	105	17
4	6	2.99776943282	"[ 1.06123012  0.18493151  0.02054795  0.00684932  0.10903742  0.24450676
  0.          0.08177806  0.42516319  0.00671141  0.08724832  0.21039809
  1.14820263  0.09520088  0.0956146   0.20915694  0.01342282]"	278	17
3	6	0.918295834054	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  2.  0.  0.  0.]	4	17
1	6	1.45913999199	"[ 0.33333333  0.          0.          0.          0.          0.16666667
  0.          0.          0.          0.          0.          0.          0.5
  0.          0.          0.          0.        ]"	6	17
5	6	1.77276376828	"[ 0.          0.          0.          0.          0.          0.16666667
  0.          0.          0.          0.          0.43333333  2.33333333
  0.          0.          0.          0.33333333  1.73333333]"	21	17
205	3	2.67502174781	"[  0.           0.           0.           0.           1.           0.
   0.07692308   0.          29.05698826   0.5         46.2833978
  59.71390577  16.94612811   1.91666667  26.27183185  11.88478932
  11.34936915]"	381	17
153	5	3.50702902329	"[ 35.62165628   5.93000339   7.2149638    4.24966111  15.11091721
  22.96344433   0.14801539   4.17731401   5.47497292   0.79251088
   5.21149548   9.91535594   9.89241249  15.9759967    3.61801215
   1.92015914   4.78310878]"	894	17
4	6	1.68050833358	"[ 1.66666667  0.          0.          0.          0.          0.25        0.
  0.          0.5         0.          0.          0.          1.58333333
  0.          0.          0.          0.        ]"	7	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.]	1	17
1	6	1.57662171538	"[ 0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.30769231
  0.          0.30769231  0.38461538  0.        ]"	13	17
4	7	1.15637016513	"[ 0.          1.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          2.70833333  0.          0.
  0.29166667  0.          0.        ]"	11	17
249	4	2.84360669153	"[  1.40010249e+00   2.85714286e-02   4.88189143e-01   0.00000000e+00
   1.37148797e+00   8.60533000e-01   4.76190476e-01   1.03956229e-01
   5.07113746e+01   3.48940009e+00   5.83182729e+01   2.33001903e+01
   6.00281232e+01   1.54933266e+01   1.22297213e+01   1.49558051e+01
   5.74475525e+00]"	554	17
2	7	1.40941761108	"[ 0.          0.          0.          0.          0.          0.10526316
  0.          0.05263158  0.36842105  0.          0.          0.
  1.36842105  0.10526316  0.          0.          0.        ]"	22	17
16	6	2.39782895315	"[ 1.4047619   0.          0.          0.          0.          4.27061677
  0.          0.47940798  2.68004158  0.          0.          0.
  3.72561133  3.36813187  0.          0.07142857  0.        ]"	76	17
23	6	2.05867956699	"[  0.           0.           0.           0.           0.11111111
   0.69444444   0.           0.25         1.17777778   0.           2.72222222
   0.61666667  12.20555556   0.16666667   0.           4.83333333
   0.22222222]"	54	17
1	6	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.]	1	17
426	3	2.19968552391	"[  3.33333333e-01   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   2.90040515e-01   2.00000000e-01   0.00000000e+00
   1.03655524e+02   0.00000000e+00   2.00062584e+02   2.61135488e+01
   3.16404184e+01   1.10702756e+01   3.77997507e+00   3.74560525e+01
   1.13982479e+01]"	426	17
7	6	1.77714502533	"[ 0.01960784  0.03921569  3.37789661  0.          0.83868093  2.29500891
  0.          0.          0.          0.          0.          0.
  0.01960784  0.09803922  0.          0.31194296  0.        ]"	53	17
1	6	1.0	"[ 0.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.   0.
  0.   0. ]"	2	17
11223	2	3.3292329711	"[ 1720.70715044   162.71351707  3319.484012    1170.39443658   496.09284698
   814.43085032    37.9005671    138.80086317   650.69228813    17.36096913
   257.69422636   509.61986649   474.95394445   467.62994585   208.46329299
   627.76057901   148.30064391]"	1730	17
12	7	2.1110046633	"[ 0.33333333  0.          5.96666667  2.8         0.          0.86666667
  0.          0.          0.          0.          0.          0.          0.
  0.7         0.          0.66666667  0.66666667]"	30	17
10	6	2.05333023335	"[ 0.04        0.          0.          0.          0.          0.06666667
  0.          0.          0.06666667  1.11111111  0.          0.54
  0.05555556  2.22888889  0.          0.93333333  4.95777778]"	45	17
1	4	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.]	2	17
3	7	1.25162916739	"[ 0.5  0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.5  0.   0.
  0.   0. ]"	5	17
2	4	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.]	2	17
36	6	1.79555140175	"[  1.77914585e+01   7.41758242e-02   1.03820180e+01   5.56618382e+00
   2.07742258e-01   1.49032634e+00   0.00000000e+00   1.53846154e-02
   0.00000000e+00   0.00000000e+00   6.15384615e-02   0.00000000e+00
   1.53846154e-02   2.09890110e-01   0.00000000e+00   1.85897436e-01
   0.00000000e+00]"	141	17
1	6	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.]	1	17
5	6	2.48924625988	"[ 0.          0.          1.          0.          0.          0.          0.
  0.          0.66666667  0.          0.          0.5         1.33333333
  0.          0.          1.          0.5       ]"	14	17
48	6	2.44557047927	"[  0.           0.45108225   1.14968261   7.66216635   0.           1.08253968
   0.           0.           0.          18.28046141   0.04623879
   4.5088209    0.0212766    0.10041408   8.53271372   0.           6.16460362]"	311	17
2	7	1.0	[ 0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.]	3	17
19	6	3.0412611893	"[ 1.          0.          0.          0.          1.92559524  2.25        3.5
  0.32142857  0.5         0.          1.          3.5         3.13095238
  1.87202381  0.          0.          0.        ]"	45	17
10	6	2.41050489241	"[ 0.          0.25        0.          0.          0.57142857  1.25        0.
  0.          0.33333333  0.4047619   0.          0.          0.25
  0.32142857  1.05952381  0.4047619   5.1547619 ]"	38	17
6	7	2.51402080106	"[ 1.          0.          0.          0.          1.62121212  1.36363636
  0.          0.          0.59090909  0.          0.          0.
  0.34848485  0.09090909  0.          0.98484848  0.        ]"	28	17
15	4	2.12192809489	"[ 0.   0.   0.   0.   0.   0.   0.   0.   4.5  0.   0.   2.   1.   0.5  0.
  6.   1. ]"	17	17
254	5	2.69659668199	"[  5.28227067e+00   9.42982456e-02   1.03846154e+00   1.95141601e-01
   3.09968045e+00   1.40981785e+00   0.00000000e+00   6.71054291e+00
   3.03732881e+01   3.15253901e+00   3.58553873e+01   6.93875607e+00
   1.13372232e+02   1.86692982e+01   2.90667819e+00   1.54146198e+01
   9.48698798e+00]"	599	17
1	7	1.15677964945	"[ 0.1  0.   0.   0.   0.   0.7  0.   0.2  0.   0.   0.   0.   0.   0.   0.
  0.   0. ]"	10	17
148	4	1.47351695463	"[   0.            0.5           0.            0.            0.            0.
   14.19166667    1.            3.67777778    0.            4.38888889
  109.62807018    0.21111111    1.            1.9           1.30818713
   10.19429825]"	141	17
401	3	1.50697661962	"[  0.00000000e+00   2.00000000e-01   0.00000000e+00   0.00000000e+00
   0.00000000e+00   5.00000000e-01   2.66666667e+00   5.26315789e-02
   1.65534708e+01   0.00000000e+00   2.58413885e+02   9.93574534e+01
   1.08210755e+01   2.94117647e-02   2.63349885e+00   6.35424443e+00
   3.41766191e+00]"	224	17
33	3	2.69227670755	"[  0.8          0.           1.           0.           0.           0.           0.
   0.           5.73496241   0.           4.13571429  11.02380952
   0.40789474   0.45         3.33333333   5.11428571   1.        ]"	97	17
74	6	2.88817224392	"[  2.65841396e+01   7.08365233e+00   4.73381271e+00   6.04760190e+00
   9.08526728e+00   8.11141468e+00   0.00000000e+00   1.97442386e+00
   5.29100529e-03   9.36026485e-02   0.00000000e+00   5.40180059e+00
   1.33081688e-01   2.55437208e+00   5.29100529e-03   2.18624858e+00
   0.00000000e+00]"	330	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]	4	17
1	6	0.918295834054	"[ 0.          0.66666667  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.33333333  0.          0.
  0.          0.          0.        ]"	3	17
1	5	1.0	"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.5  0.5]"	2	17
9	6	2.04226240528	"[ 0.          0.          0.02222222  0.13333333  0.          0.          0.
  0.          0.          1.75555556  0.          3.5         0.02222222
  0.          1.25        0.02222222  2.29444444]"	60	17
853	3	3.24959459762	"[  20.91252714    1.52808433   46.46934027   21.45479274   41.45260726
   18.18687559   30.03571429    0.31464148  105.77553856    1.02409639
   97.5565369   275.50911565   29.37933942    7.66451573   49.83628883
   53.2255109    52.67447453]"	687	17
1	7	-0.0	[ 0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]	3	17
3	6	2.71008585039	"[ 0.07692308  0.          0.          0.          0.15384615  0.3974359   0.
  0.15384615  0.38461538  0.          0.14102564  0.02564103  1.28205128
  0.15384615  0.08974359  0.14102564  0.        ]"	97	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.]	4	17
700	4	2.1514613593	"[   3.63636364    2.96199678    4.06166334    0.            4.5180504
    6.95772799   10.87096688    1.05564024    5.605927      2.05810811
   82.72245461  405.21577481    3.15247385    4.99500094   50.48603492
   28.99024126   82.71157524]"	473	17
1119	3	2.68094457495	"[  7.79248283e-01   2.00000000e+00   0.00000000e+00   0.00000000e+00
   5.59523810e-01   1.74259173e+00   1.14104167e+01   4.16666667e-02
   1.34543667e+02   9.99031445e+00   2.54811185e+02   3.44272126e+02
   1.96193022e+02   3.17778024e+01   4.52015653e+01   5.08729934e+01
   3.48038775e+01]"	602	17
17	5	2.85810902456	"[ 0.08186813  0.          2.          0.          0.01538462  0.03076923
  1.33333333  0.          5.54915085  0.          1.86235431  2.80867466
  1.10850816  0.          1.          0.70995671  0.5       ]"	112	17
121	5	1.15264299862	"[  0.00000000e+00   2.12121212e-01   0.00000000e+00   0.00000000e+00
   2.00000000e-01   1.00000000e-01   2.00000000e-01   0.00000000e+00
   0.00000000e+00   0.00000000e+00   8.76190476e-02   1.72602614e+01
   0.00000000e+00   7.79841897e-01   3.03758170e+00   6.09953887e+00
   9.30230358e+01]"	148	17
1	6	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.]	1	17
41	4	1.41878578182	"[  0.           1.64285714   0.           0.           0.           0.
   1.14285714   0.           0.           0.           2.          29.79606972
   0.           0.           1.27272727   0.05263158   5.09285714]"	70	17
11	6	0.684194721102	"[ 0.          0.04545455  0.          0.          0.2         0.          0.2
  0.          0.          0.          0.04        0.37333333  0.
  0.04545455  0.          0.14545455  9.95030303]"	70	17
1	6	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.]	2	17
21	6	2.57709263887	"[ 6.09947434  0.02857143  0.28469388  0.10357143  0.81374459  0.36992888
  0.          0.57727853  3.43163265  0.03571429  0.05887446  0.42092803
  7.29576183  0.66770447  0.22857143  0.07229437  0.51125541]"	244	17
1	6	2.2841489162	"[ 0.          0.16666667  0.08333333  0.          0.41666667  0.08333333
  0.          0.16666667  0.          0.          0.          0.          0.
  0.08333333  0.          0.          0.        ]"	12	17
708	6	3.40092573733	"[   5.8591144     1.53865248    5.27426722    6.76351462   10.44741736
   16.67257144    6.49141078    9.16370403   76.34173577   19.49989411
  101.30815075  119.75119022   93.43864308   53.21685436  109.29275547
   35.87483793   37.06528597]"	953	17
1	7	2.31269518632	"[ 0.          0.          0.          0.03030303  0.09090909  0.39393939
  0.          0.06060606  0.27272727  0.          0.          0.
  0.06060606  0.          0.          0.09090909  0.        ]"	33	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]	8	17
46	6	2.23513621662	"[  9.5          0.          18.80196078  10.49803922   1.2          3.4
   0.           0.           0.           0.           0.           0.
   0.5          0.9          1.           0.2          0.        ]"	71	17
139	4	2.20708454026	"[  1.           0.           0.           0.           0.05         0.08846154
   0.           0.          33.22873194   1.58781362  45.40918383
   2.90947431  42.83480413   6.24240878   0.29799106   5.13446412
   0.21666667]"	360	17
1	6	1.58496250072	"[ 0.          0.          0.          0.          0.          0.33333333
  0.          0.          0.          0.          0.          0.33333333
  0.          0.33333333  0.          0.          0.        ]"	3	17
124	6	2.62643293522	"[  0.33333333   1.4303653    0.           0.25         0.09514994
   0.72878141   2.49183007   0.           0.          32.19722222
   9.18212675  39.80329568   1.81457582   2.78100123  11.6817105
   1.67219597  19.53841177]"	339	17
1	6	-0.0	[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]	1	17
1	7	2.20964384076	"[ 0.16666667  0.          0.05555556  0.11111111  0.05555556  0.          0.
  0.          0.          0.          0.5         0.          0.05555556
  0.05555556  0.          0.          0.        ]"	18	17
3	5	0.918295834054	[ 2.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.]	10	17
6	6	2.77373002196	"[ 1.33333333  0.          0.          0.          0.1         0.          0.
  0.33333333  0.7         0.5         0.          0.          1.1         0.4
  0.1         0.          1.43333333]"	19	17
2	6	1.61791407573	"[ 0.          0.          0.          0.          0.          0.09090909
  0.09090909  0.          0.          0.          0.09090909  1.20750988
  0.          0.          0.02173913  0.          0.49802372]"	56	17
1570	3	3.58284003482	"[  40.5344098     9.07456591   11.77349221   25.04934903   34.76694476
   43.58485211   25.84508768   19.99287173  121.65764063   70.15034608
  137.05982005  231.46280666  300.09595112  138.64785747  105.84603471
  149.02696721  105.43100285]"	1266	17
5	7	2.23735483385	"[ 1.05322129  0.02941176  0.33053221  0.14705882  0.2605042   0.45518207
  0.          0.07142857  0.          0.          0.07142857  0.
  0.04761905  2.50980392  0.          0.02380952  0.        ]"	62	17
42	6	2.89855087033	"[  9.56172198   0.48244048   0.37865497   0.           0.97850877
   7.23639214   0.           4.33463537   2.42763158   0.11476608
   0.86363636   1.29254386  11.33528086   2.40975976   0.4          0.18402778
   0.        ]"	222	17
81	3	2.58789124297	"[  3.           0.           0.           0.           0.           0.           0.
   0.           4.69047619   0.          13.67857143  32.16269841
   2.38095238   1.5          4.65873016  11.17857143   7.75      ]"	106	17
43	6	2.28359692652	"[  0.           0.           0.           0.           0.           0.           0.
   0.           8.9          0.           6.86666667  15.75         4.23333333
   0.           6.25         0.           1.        ]"	104	17
5	7	0.921828974703	"[ 0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          1.          0.16666667  0.          0.
  3.83333333  0.          0.        ]"	11	17
216	5	2.63194652779	"[  4.00213994e+01   1.11070393e+00   7.68874601e+01   3.66966442e+01
   2.27821205e+01   1.89790859e+01   0.00000000e+00   7.69230769e-03
   0.00000000e+00   0.00000000e+00   6.18803419e-01   2.22991453e+00
   5.57081340e+00   5.42208555e+00   2.55555556e+00   3.11002886e+00
   7.69230769e-03]"	357	17
11	6	2.89981047923	"[ 2.08333333  0.          0.          0.33333333  1.          0.33333333
  0.          0.          0.5         0.          0.          1.71428571
  2.5         1.25        1.28571429  0.          0.        ]"	29	17
3	7	1.38294471032	"[ 0.          0.          0.          0.          0.175       0.025       0.
  0.          0.          0.025       0.025       0.06666667  0.          0.
  0.          0.63333333  2.05      ]"	60	17
16	6	2.31721594279	"[ 1.41596639  0.          3.74439324  0.90322581  2.54973344  5.9810337   0.
  0.          0.          0.          0.          0.          0.05882353
  1.34682389  0.          0.          0.        ]"	123	17
21	5	2.43448576331	"[ 1.97736007  0.093467    1.3359482   0.07007519  2.28664996  9.89086884
  0.          0.55108605  0.03091061  0.02339181  1.          0.
  0.20426065  3.30582289  0.          0.14285714  0.08730159]"	201	17
25	2	1.67448158278	"[  0.           0.           0.           0.           0.           0.           0.
   0.           6.55263158   0.          13.42280702   3.5          1.30526316
   0.16666667   0.           0.05263158   0.        ]"	62	17
46	4	3.11046280365	"[  0.           2.           0.           1.           1.           0.83333333
   0.           5.41666667   2.36666667   2.           0.           2.16666667
  16.5          2.38333333   3.16666667   2.5          4.66666667]"	51	17
2	7	1.75	"[ 0.    1.    0.    0.    0.    0.25  0.    0.    0.    0.    0.25  0.5   0.
  0.    0.    0.    0.  ]"	11	17
139	4	2.76747949275	"[  5.59092966e+00   1.56666667e+00   0.00000000e+00   0.00000000e+00
   1.43003108e+00   2.65342507e+00   0.00000000e+00   1.90079365e-01
   2.88226436e+01   3.16118881e+00   2.09473080e+01   1.03610134e+01
   4.94140423e+01   5.21995105e+00   7.18361157e+00   2.45153364e+00
   7.57575758e-03]"	417	17
138	6	2.86767305613	"[ 10.74648905   4.18644338   1.61904762   0.15530303  17.44323902
  41.14149438   0.          19.37950462   0.8          0.07692308   1.
   0.05263158   4.87584416  22.02162508   0.11111111  14.3903439    0.        ]"	243	17
43	6	2.42578913733	"[  4.38778684   0.52381065   3.05459057   1.55570292  13.06091978
  15.6400758    0.           1.34871622   0.           0.           0.0197318
   0.25952869   0.16346154   2.91526775   0.           0.07040745   0.        ]"	215	17
8	6	2.31227843434	"[ 0.          1.05405405  1.          0.5         0.          0.          0.
  0.          0.          0.21452703  0.          2.33856178  0.          0.
  2.73069498  0.          0.16216216]"	92	17
17	4	0.672294817076	"[  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  14.   0.   0.   0.
   0.   3.]"	27	17
1	7	-0.0	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]	6	17
9	5	1.39214722366	[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  4.  0.  0.  4.  0.  0.]	11	17
3	6	2.1914815012	"[ 0.01492537  0.          0.02985075  0.          0.05970149  0.05970149
  0.          0.05970149  0.3880597   0.          0.02985075  0.
  1.08955224  0.01492537  0.05970149  1.14925373  0.04477612]"	69	17
125	4	2.79495853494	"[  0.           0.           0.           0.           1.0952381    0.
   0.91666667   0.30025063  25.01802685   0.          29.93057339
  29.32673797  11.70798494   4.10184552   7.92566502   8.20478869
   6.47222222]"	306	17
36	5	2.95077748541	"[  1.80506439   0.01612903   0.5          0.           1.34004483
   2.08282195   0.           0.20991071   4.60042994   0.2          2.80638623
   1.17030838  12.69500064   2.81603075   0.41536495   5.2630151
   0.07949309]"	319	17
423	5	2.75523900392	"[  1.20957969e+02   8.41076235e+00   5.65643465e+01   1.09647835e+02
   4.38045623e+01   4.09669673e+01   7.81250000e-03   2.82625453e+00
   0.00000000e+00   5.00000000e-03   1.10000000e+00   2.85611582e+00
   3.32239904e+00   2.11838421e+01   3.82040816e+00   6.07661810e+00
   1.44910683e+00]"	509	17
28	5	2.36941519646	"[  0.           0.           0.01388889   0.17622655   0.           0.01111111
   2.           0.           0.          10.31482684   0.82142857
   4.25793651   0.           0.15674603   2.61388889   0.36666667
   7.26727994]"	222	17
12	6	2.84198389384	"[ 2.25        0.2         0.          0.2         0.33333333  1.175       0.
  0.4         0.          0.          1.425       3.475       1.625       0.
  0.91666667  0.          0.        ]"	32	17
1000	4	3.26988812857	"[  27.55554799    8.4540103     4.15487802    5.82223143   19.2642761
   34.85286056    0.           37.65023734  149.72833834   27.49019884
   80.43346985   41.25324931  287.0149384    98.03201227   49.86698202
  115.69138629   12.73538293]"	876	17
108	5	2.37923287445	"[  7.00600919e-01   0.00000000e+00   1.21951220e-02   0.00000000e+00
   1.44547236e+00   3.42339444e+00   0.00000000e+00   0.00000000e+00
   1.05036092e+00   1.03030303e+00   1.16261755e+01   5.43661345e+01
   1.65232359e+00   1.56287202e+00   1.58395206e+01   5.05672232e+00
   1.02339246e+01]"	324	17
14	6	2.7151923455	"[ 0.27142857  0.          0.42380952  0.38095238  0.52857143  4.54761905
  0.          1.74285714  0.02380952  0.          0.          0.          2.4047619
  1.58095238  0.          2.07142857  0.02380952]"	59	17
1	7	-0.0	[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]	1	17
300	6	3.50751216493	"[ 14.20213861   3.          22.02301123  27.31601307   9.2297897
  24.05741348   0.          12.61506259  27.02361856   0.37603648
   5.12518038   6.0802521   67.13984565  21.4225625   31.72910425
  26.07424095   2.58573045]"	450	17
2	6	1.89370465964	"[ 0.          0.          0.19230769  0.          0.          0.25        0.
  0.          0.          0.          0.51923077  0.07692308  0.
  0.96153846  0.          0.          0.        ]"	27	17
62	3	2.50164154497	"[  9.           0.05263158  17.7         19.06315789   6.09868421
   2.36622807   0.           0.05263158   0.           0.           0.           5.
   0.5          0.16666667   0.           0.           2.        ]"	97	17
44	4	2.50850485383	"[  6.5          0.           0.           0.           0.5          1.25
   0.           0.           1.           1.           1.05         0.05
   7.           0.38333333   3.11904762  19.83571429   2.31190476]"	80	17
39	5	2.99260210243	"[  1.66666667   0.5          0.           3.           1.86666667   3.7
   0.           0.           1.           0.16666667   0.25         4.03333333
  14.20833333   1.79166667   5.03333333   0.25         1.53333333]"	59	17
