shared name	CSI_#adducts	CSI_#predictedFPs	CSI_ConfidenceScore	CSI_CSI:FingerIDScore	CSI_ZodiacScore	CSI_SiriusScore	CSI_molecularFormula	CSI_adduct	CSI_InChIkey2D	CSI_InChI	CSI_name	CSI_smiles	CSI_xlogp	CSI_pubchemids	CSI_links	CSI_dbflags	CSI_ionMass	CSI_retentionTimeInSeconds	CSI_id
625	1	1		-136.419	1.0	133.632	C20H26O3	[M + H]+	UVDJGUGLTDSECX	InChI=1S/C20H26O3/c1-12(2)14-10-17(23)20(4)8-7-19(3)15(18(14)20)6-5-13(11-21)9-16(19)22/h5,10-12,15,18H,6-9H2,1-4H3	(3aR,5aR,10aR,10bR)-3a,5a-dimethyl-3,6-dioxo-1-propan-2-yl-4,5,7,10,10a,10b-hexahydrocyclohepta[e]indene-8-carbaldehyde	CC(C)C1=CC(=O)C2(C1C3CC=C(CC(=O)C3(CC2)C)C=O)C	2.3	16739359	COCONUT:(CNP0196688);Natural Products:(UNPD110407);PubChem:(16739359);SuperNatural:(SN00343230);PubMed	3178562	315.195	1389.31	624_140221_625
929	3	3		-50.192	1.0	34.473	C19H36O	[M + H3N + H]+	LLUGFFSGUQULMF	InChI=1S/C19H36O/c1-3-5-7-9-11-12-14-16-18-19(20)17-15-13-10-8-6-4-2/h12,14H,3-11,13,15-18H2,1-2H3	12Z-Nonadecen-9-one	CCCCCCCCC(=O)CCC=CCCCCCC	7.4	11076852;15584258;71372748	COCONUT:(CNP0108106);Natural Products:(UNPD38837 UNPD67060);PubChem:(11076852 15584258 71372748);SuperNatural:(SN00278559 SN00235412)	3178498	298.311	1968.138	928_140221_929
174	3	3		-47.228	1.0	60.925	C20H34O2	[M - H4O2 + H]+	GUBNWXDDDXQJOQ	InChI=1S/C20H34O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h13-18,21-22H,3-12H2,1-2H3	17-ethylestrane-3,17-diol	CCC1(CCC2C1(CCC3C2CCC4C3CCC(C4)O)C)O	4.5	528760;196431;247306;248414;6431227;6431231;6431236;12133281;20837880;21126502;57358614;71751237;71751238;124519466;124523908;124523909;125124702;125124700;125124701;124225355;124335924;131700703;131700704;131704896;131704939;131705189;131707740;133686919;133686920	NORMAN:(NS00040577);COCONUT:(CNP0347067);PubChem:(528760 196431 247306 248414 6431227 6431231 6431236 12133281 20837880 21126502 57358614 71751237 71751238 124519466 124523908 124523909 125124702 125124700 125124701 124225355 124335924 131700703 131700704 131704896 131704939 131705189 131707740 133686919 133686920);additional;MeSH:(196431 21126502);Training Set;PubMed	2900038	271.242	686.75	173_140221_174
699	4	4		-80.968	1.0	60.995	C17H35NO2	[M - H2O + H]+	UHPXXKLAACDXGS	InChI=1S/C17H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(20)18-15-16-19/h19H,2-16H2,1H3,(H,18,20)	Pentadecanoyl-EA	CCCCCCCCCCCCCCC(=O)NCCO	5.6	14455157	COCONUT:(CNP0302435);Training Set;PubChem:(14455157);additional	2637826	268.262	1494.696	698_140221_699
648	1	1		-75.441	1.0	89.25	C18H30O	[M + H3N + H]+	LTUMRKDLVGQMJU	InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3	farnesylacetol	CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C	5.6	61206;1711942;1711943;1711944;1711945;21608263;88849727;129203804	HMDB:(34495);PubChem class - food;SuperNatural:(SN00158072 SN00330797);MeSH:(61206 1711942 1711945 88849727);Plantcyc:(CPD-12898);PubMed;NORMAN:(NS00013299);COCONUT:(CNP0243354);KNApSAcK:(22163);Natural Products:(UNPD32894 UNPD164726);PubChem:(61206 1711942 1711943 1711944 1711945 21608263 88849727 129203804);YMDB Mine;CHEBI:(67252);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-12898);KEGG Mine	60351236222	280.264	1419.14	647_140221_648
7	4	4		-173.55	1.0	43.591	C13H14O3	[M + H3N + H]+	YNRLVGAXEGGYPN	InChI=1S/C13H14O3/c1-3-4-5-6-11(14)10-7-9(2)12(15)8-13(10)16/h3-8,15-16H,1-2H3		CC=CC=CC(=O)C1=C(C=C(C(=C1)C)O)O	3.3	102032746;131413575	COCONUT:(CNP0127405);Natural Products:(UNPD33423);PubChem:(102032746 131413575);SuperNatural:(SN00247742)	3178498	236.127	124.98	6_140221_7
836	4	4		-15.244	1.0	63.362	C18H35NO	[M + H]+	FATBGEAMYMYZAF	InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)	Oleamide	CCCCCCCCC=CCCCCCCCC(=O)N	6.6	1930;5283387;5353370;117065529;117642701	HMDB:(2117);PubChem class - food;SuperNatural:(SN00335079);Maconda:(CON00053);ZINC bio:(ZINC08036015 ZINC14880924);additional;HSDB:(301-02-0);MeSH:(1930 5283387 5353370);Plantcyc:(CPD6666-1);PubMed;NORMAN:(NS00006123);COCONUT:(CNP0300480);Natural Products:(UNPD56520);PubChem:(1930 5283387 5353370 117065529 117642701);YMDB Mine;CHEBI:(116314);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C19670);PubChem class - safety and toxic;Training Set;Biocyc:(CPD6666-1 CPD-7637)	51761835886	282.278	1701.178	835_140221_836
205	3	3		-119.97	1.0	140.446	C20H28O4	[M - H4O2 + H]+	UNNCFEGUDGBPCH	InChI=1S/C20H28O4/c1-14(6-5-7-15(2)12-19(23)24)8-9-17-16(13-21)18(22)10-11-20(17,3)4/h5-9,12,18,21-22H,10-11,13H2,1-4H3,(H,23,24)		CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C(CCC1(C)C)O)CO	3.8	131953108;131953109	PubChem:(131953108 131953109);CHEBI:(139262 139261);KEGG Mine	8589934626	297.185	736.466	204_140221_205
19	1	1		-45.593	1.0	81.051	C11H20O4	[M - H2O + H]+	LKKOGZVQGQUVHF	InChI=1S/C11H20O4/c1-3-14-10(12)8-6-5-7-9-11(13)15-4-2/h3-9H2,1-2H3	zlchem 330	CCOC(=O)CCCCCC(=O)OCC	1.9	16300	NORMAN:(NS00026649);COCONUT;PubChem:(16300);additional;PubChem class - safety and toxic;Training Set;PubMed	70008898	199.133	273.186	18_140221_19
687	1	1		-220.284	1.0	29.833	C24H32O5	[M - H2O + H]+	WJAQZMFKAKGKPD	InChI=1S/C24H32O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h8-9,11-13,15-16,19-20,25-27H,4-7,10H2,1-3H3,(H,28,29)		CC(CCC(=O)O)C1CCC2=C3C(C=C4CC(C=CC4(C3=CC(C12C)O)C)O)O	1.4	45253992;45253997	PubChem:(45253992 45253997);PubChem class - bio and metabolites	16777218	383.22	1469.637	686_140221_687
15	3	3		-24.435	1.0	31.542	C11H12O3	[M + H]+	ZOQCEVXVQCPESC	InChI=1S/C11H12O3/c1-2-14-11(13)8-5-9-3-6-10(12)7-4-9/h3-8,12H,2H2,1H3	p-Coumaric acid ethyl ester	CCOC(=O)C=CC1=CC=C(C=C1)O	2.234	676946;349172;12719326;16109927	HMDB:(131282);SuperNatural:(SN00273663);ZINC bio:(ZINC00040395 ZINC13549249);additional;MeSH:(676946);PubMed;COCONUT:(CNP0246158);Natural Products:(UNPD209589 UNPD221997 UNPD35890);PubChem:(676946 349172 12719326 16109927);PubChem class - bio and metabolites;Training Set;KEGG Mine	8610439246	193.085	251.342	14_140221_15
200	3	3		-42.885	1.0	48.205	C18H28O2	[M + H]+	JIWBIWFOSCKQMA	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10,12-13H,2,5,8,11,14-17H2,1H3,(H,19,20)	stearidonate	CCC=CCC=CCC=CCC=CCCCCC(=O)O	5.2	163841;5282837;5312508;22486337;25245840;44184145;57518576;87131704;90375516;124928630;124351439	HMDB:(6547);SuperNatural:(SN00266346 SN00253014 SN00357194);ZINC bio:(ZINC12496917 ZINC13551720);additional;MeSH:(163841 5282837 5312508);Plantcyc:(CPD-12653);PubMed;NORMAN:(NS00010575);COCONUT:(CNP0156231);Natural Products:(UNPD61521 UNPD25743 UNPD228681 UNPD1973);PubChem:(163841 5282837 5312508 22486337 25245840 44184145 57518576 87131704 90375516 124928630 124351439);YMDB Mine;CHEBI:(77222 32389);PubChem class - bio and metabolites;KEGG:(C16300);Training Set;Biocyc:(CPD-12653 CPD-21048)	34380638574	277.216	734.676	199_140221_200
862	4	4		-48.486	1.0	19.396	C19H37NO	[M + H]+	NJNFUPWMCKHLRE	InChI=1S/C19H37NO/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(21)20-2/h10-11H,3-9,12-18H2,1-2H3,(H,20,21)	(Z)-N-methyloctadec-9-enamide	CCCCCCCCC=CCCCCCCCC(=O)NC	7.0	3018043;6365676;20836181	NORMAN:(NS00063686);PubChem class - safety and toxic;PubChem:(3018043 6365676 20836181);PubMed;KEGG Mine	8657305666	296.294	1747.041	861_140221_862
33	3	3		-101.695	1.0	19.363	C9H16O	[M + H3N + H]+	UHBZEAPZATVYKV	InChI=1S/C9H16O/c1-8(10)7-9-5-3-2-4-6-9/h9H,2-7H2,1H3	ACMC-20alcn	CC(=O)CC1CCCCC1	2.6	66899	NORMAN:(NS00023261);PubChem:(66899);PubMed	262210	158.154	322.08	32_140221_33
666	4	4		-96.771	1.0	36.918	C20H37NO3	[M + H]+	HPFXACZRFJDURI	InChI=1S/C20H37NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h9-10H,2-8,11-18H2,1H3,(H,21,22)(H,23,24)	Elmiric acid	CCCCCCCCC=CCCCCCCCC(=O)NCC(=O)O	6.6	102290;6366615;6436908;122391265	NORMAN:(NS00045512);COCONUT:(CNP0154928);HMDB:(13631);PubChem:(102290 6366615 6436908 122391265);CHEBI:(133992 73723);additional;MeSH:(6436908);Training Set;PubMed;Biocyc:(CPD-22243)	2902126	340.284	1443.076	665_140221_666
591	3	3		-102.514	1.0	47.833	C20H30O5	[M - H4O2 + H]+	OBESDOWPJJESMH	InChI=1S/C20H30O5/c1-13-4-7-16-19(2,10-8-17(23)20(16,3)12-22)15(13)6-5-14(9-11-21)18(24)25/h5-6,9,15-17,21-23H,1,4,7-8,10-12H2,2-3H3,(H,24,25)		CC12CCC(C(C1CCC(=C)C2C=CC(=CCO)C(=O)O)(C)CO)O	2.4	25057994	COCONUT:(CNP0140758 CNP0382310);PubChem:(25057994);SuperNatural:(SN00161667)	3145730	315.195	1335.41	590_140221_591
839	1	1		-140.484	1.0	35.963	C20H26O3	[M + H]+	FSLMGODKGHHERM	InChI=1S/C20H26O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-18-17(16(3)21)11-12-20(18,4)5/h6-10,13H,11-12H2,1-5H3,(H,22,23)	DACP analog of retinoic acid	CC(=CC=CC(=CC(=O)O)C)C=CC1=C(CCC1(C)C)C(=O)C	4.9	119273;6438146	MeSH:(119273 6438146);PubChem:(119273 6438146);PubMed	70	315.195	1704.631	838_140221_839
636	1	1		-69.285	1.0	117.81	C20H32O	[M - H2O + H]+	AOXRBFRFYPMWLR	InChI=1S/C20H32O/c1-3-20(21)13-11-18-17-9-8-14-6-4-5-7-15(14)16(17)10-12-19(18,20)2/h6,15-18,21H,3-5,7-13H2,1-2H3	Orabolin	CCC1(CCC2C1(CCC3C2CCC4=CCCCC34)C)O	5.1	3302;13765;15558462;15558463;57357013;71296910;117072348;125124407;125124408;125124409;124349218;124398231;134688371;139025156	NORMAN:(NS00040493);COCONUT:(CNP0156595);PubChem:(3302 13765 15558462 15558463 57357013 71296910 117072348 125124407 125124408 125124409 124349218 124398231 134688371 139025156);CHEBI:(31578);ZINC bio:(ZINC04215863);PubChem class - bio and metabolites;HSDB:(965-90-2);MeSH:(3302 13765 57357013 134688371);PubChem class - safety and toxic;PubMed;PubChem class - drug	119808614	271.242	1404.07	635_140221_636
616	3	3		-110.851	0.999	30.123	C22H32O3	[M + H]+	FRQMUZJSZHZSGN	InChI=1S/C22H32O3/c1-13-11-16-17(20(3)8-5-15(24)12-19(13)20)6-9-21(4)18(16)7-10-22(21,25)14(2)23/h12-13,16-18,25H,5-11H2,1-4H3	Asconale	CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C	3.724	10631;541103;657325;667489;1775452;1775453;1775455;203441;7092715;7092717;11876116;16401602;24212167;24867276;40776234;41006617;44563334;46782109;59958865;59958866;71749933;71296912;99566550;118797523;124225271;126968941;129606979;129691359;133688680;137706186;138402774	HMDB:(1939);SuperNatural:(SN00075255 SN00072215 SN00072214 SN00072213);ZINC bio:(ZINC04081723 ZINC04081725 ZINC04081726 ZINC05763835);additional;HSDB:(520-85-4);MeSH:(10631);PubMed;NORMAN:(NS00009207);COCONUT:(CNP0347963);PubChem:(10631 541103 657325 667489 1775452 1775453 1775455 203441 7092715 7092717 11876116 16401602 24212167 24867276 40776234 41006617 44563334 46782109 59958865 59958866 71749933 71296912 99566550 118797523 124225271 126968941 129606979 129691359 133688680 137706186 138402774);CHEBI:(6715);PubChem class - bio and metabolites;KEGG:(C07119);PubChem class - safety and toxic;Training Set;PubChem class - drug	121398126	345.241	1371.14	615_140221_616
8	3	3		-71.338	1.0	105.078	C20H28O5	[M - H4O2 + H]+	VEBVPUXQAPLADL	InChI=1S/C20H28O5/c1-9-7-19-10(2)5-13-14(18(13,3)4)12(17(19)24)6-11(8-21)16(23)20(19,25)15(9)22/h6-7,10,12-16,21-23,25H,5,8H2,1-4H3	ingenol	CC1CC2C(C2(C)C)C3C=C(C(C4(C1(C3=O)C=C(C4O)C)O)O)CO	0.2	3719;442042;463008;9975051;11024498;11187139;44369473;68061388;92043390;90363335;90363339;98052420;101197992;101197993;117725230;117725256;117725249;117725258;117725270;117725272;117725286;117725288;121286706;125124360;125124361;125124362;122488280;130292358;130292569;130292570;130292669;130292670;129607071;131632594;131675184;131705584;132149030;132149041;132149064;132149071;132149072;132149095;132149128;132149139;132149145;134865258;132499027;137326052;137454642;138112994;137795436	SuperNatural:(SN00363310 SN00266906);ZINC bio:(ZINC13827723);additional;MeSH:(3719 442042 463008 9975051 11024498 92043390 131632594 137795436);PubMed;COCONUT:(CNP0182200);KNApSAcK:(3439);Natural Products:(UNPD136291 UNPD178136);PubChem:(3719 442042 463008 9975051 11024498 11187139 44369473 68061388 92043390 90363335 90363339 98052420 101197992 101197993 117725230 117725256 117725249 117725258 117725270 117725272 117725286 117725288 121286706 125124360 125124361 125124362 122488280 130292358 130292569 130292570 130292669 130292670 129607071 131632594 131675184 131705584 132149030 132149041 132149064 132149071 132149072 132149095 132149128 132149139 132149145 134865258 132499027 137326052 137454642 138112994 137795436);CHEBI:(5922);KEGG:(C09112);PubChem class - safety and toxic;Training Set	70836598	313.179	170.04	7_140221_8
145	1	1		-86.16	1.0	37.56	C12H26O7	[M + Na]+	IIRDTKBZINWQAW	InChI=1S/C12H26O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h13-14H,1-12H2	Hexagol	C(COCCOCCOCCOCCOCCO)O	-1.9	17472	HMDB:(61822);PubChem class - food;Maconda:(CON00073);additional;MeSH:(17472);PubMed;NORMAN:(NS00001003);COCONUT:(CNP0147909);PubChem:(17472);CHEBI:(49793);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8810939502	305.156	617.44	144_140221_145
886	1	1		-163.587	1.0	121.483	C20H26O4	[M - H2O + H]+	UZEAKOOBNZOXDE	InChI=1S/C20H26O4/c1-10-8-20(24)12(14(10)21)9-18(4)7-6-11-13(17(11,2)3)15(18)19(5,23)16(20)22/h8-9,11,13,15,23-24H,6-7H2,1-5H3		CC1=CC2(C(=CC3(CCC4C(C3C(C2=O)(C)O)C4(C)C)C)C1=O)O	2.7	53240372	COCONUT:(CNP0133393);Natural Products:(UNPD201150);PubChem:(53240372)	2129922	313.179	1805.45	885_140221_886
112	1	1		-247.962	1.0	57.321	C24H32O5	[M - H2O + H]+	JYUYCXZRKLRCGB	InChI=1S/C24H32O5/c1-12(25)13-9-18(29)24(6)20-14(26)10-16-21(2,3)17(28)7-8-22(16,4)19(20)15(27)11-23(13,24)5/h13,16,18,29H,7-11H2,1-6H3		CC(=O)C1CC(C2(C1(CC(=O)C3=C2C(=O)CC4C3(CCC(=O)C4(C)C)C)C)C)O	1.5	139586685	PubChem:(139586685);COCONUT:(CNP0356952)	2097154	383.221	540.239	111_140221_112
371	1	1		-80.548	1.0	56.934	C19H30O2	[M + H]+	QGXBDMJGAMFCBF	InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3	Androtin	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O	4.203	225;5879;5880;10203;11303;736280;1769120;1769123;247732;1274488;908626;441302;2754097;2754130;2825511;5701989;7002085;7056348;7056470;7056471;7056472;7058137;7058148;5318140;5318590;6420080;6432531;6432554;6603721;6931620;6954104;10732277;10780013;12306761;12306765;12306767;12306769;12306774;12306775;11055399;11109055;11243255;11868646;11868647;11868648;11868649;11868766;11868767;11868768;11868769;11869362;11869363;11869364;11869365;11875890;11890326;11890327;11957461;11437899;16758042;16759306;16401171;23729586;24131069;25194011;25194106;24867471;44229240;44279170;44307864;49791162;57016141;54227498;54751781;57215542;57285837;56605132;56729943;59476911;66693019;68086858;67797989;68213430;70320590;70322138;70848855;70867481;73707504;71313408;71316349;76322307;76325933;91002940;90350203;90350276;89888779;91591334;101384496;118574610;121225299;121225311;123798158;124897014;124338920;124406580;124406581;126963739;129010252;129359754;129371050;129449076;129460659;133268989;131701265;134688936;134689068;132262880;138402771	HMDB:(31 365 490 546);SuperNatural:(SN00005631 SN00005633 SN00005632 SN00256698 SN00071900 SN00005629 SN00005635 SN00287182 SN00284186 SN00284985 SN00005628 SN00325675 SN00005634 SN00263578 SN00268295 SN00225692 SN00005630 SN00064393 SN00005690 SN00156854 SN00261049);ZINC bio:(ZINC01320121 ZINC03849577 ZINC03849579 ZINC03849581 ZINC03849584 ZINC03849782 ZINC03849783 ZINC03849784 ZINC03849785 ZINC03861550 ZINC03861661 ZINC03869418 ZINC03869419 ZINC03869420 ZINC03869421 ZINC03875364 ZINC03978060 ZINC04073949 ZINC04743888 ZINC12502734 ZINC13543000);additional;MeSH:(5879 5880 441302 6420080);PubMed;NORMAN:(NS00010906);COCONUT:(CNP0199434);Natural Products:(UNPD34747 UNPD125845 UNPD18286 UNPD159823 UNPD148760 UNPD4772 UNPD90186 UNPD31844 UNPD108418 UNPD187409 UNPD29088 UNPD169278);PubChem:(225 5879 5880 10203 11303 736280 1769120 1769123 247732 1274488 908626 441302 2754097 2754130 2825511 5701989 7002085 7056348 7056470 7056471 7056472 7058137 7058148 5318140 5318590 6420080 6432531 6432554 6603721 6931620 6954104 10732277 10780013 12306761 12306765 12306767 12306769 12306774 12306775 11055399 11109055 11243255 11868646 11868647 11868648 11868649 11868766 11868767 11868768 11868769 11869362 11869363 11869364 11869365 11875890 11890326 11890327 11957461 11437899 16758042 16759306 16401171 23729586 24131069 25194011 25194106 24867471 44229240 44279170 44307864 49791162 57016141 54227498 54751781 57215542 57285837 56605132 56729943 59476911 66693019 68086858 67797989 68213430 70320590 70322138 70848855 70867481 73707504 71313408 71316349 76322307 76325933 91002940 90350203 90350276 89888779 91591334 101384496 118574610 121225299 121225311 123798158 124897014 124338920 124406580 124406581 126963739 129010252 129359754 129371050 129449076 129460659 133268989 131701265 134688936 134689068 132262880 138402771);CHEBI:(89524 16032 28195 541975);PubChem class - bio and metabolites;KEGG:(C00523 C04373 C07635);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(ANDROSTERONE 3-ALPHA-HYDROXY-5-BETA-ANDROSTAN-17-ONE CPD-13750)	121432430	291.232	1016.991	370_140221_371
984	3	3		-84.469	1.0	5.392	C21H40O	[M + H3N + H]+	YLNMHCDVFVPONQ	InChI=1S/C21H40O/c1-3-5-7-9-11-13-15-17-19-21(22)20-18-16-14-12-10-8-6-4-2/h11,13H,3-10,12,14-20H2,1-2H3	6Z-Heneicosen-11-one	CCCCCCCCCCC(=O)CCCC=CCCCCC	8.3	94571;5364717;6442403	COCONUT:(CNP0205962);Natural Products:(UNPD12093 UNPD75196);PubChem:(94571 5364717 6442403);SuperNatural:(SN00391313);MeSH:(5364717);PubMed	3178566	326.341	2184.525	983_140221_984
896	3	3		-37.743	1.0	102.093	C29H50O	[M - H2O + H]+	KZJWDPNRJALLNS	InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3	Cinchol	CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C	9.3	6744;6745;510083;22012;86821;636741;1738058;1738060;1738061;1738062;222284;369316;457801;4529640;7000566;7000567;7067828;7067829;7067830;7067831;7098623;5316716;5321342;5321343;6432744;6604213;6916037;10788018;9823110;10835678;12303641;12303645;12303647;12303654;12303655;12303657;12303662;12303666;12303681;11683087;10180059;11870453;11870454;11870455;11870456;11870464;11870465;11870466;11870467;10431963;11395885;16758079;16759303;16057789;16058025;16394479;22297362;25201437;44135706;49873467;53298522;57347730;59297131;59297134;58165298;58351941;68262698;71095690;86575754;101018628;101223340;101223341;117661768;119078637;118201095;122361482;122411791;122411793;124823816;124825156;124903792;124300867;124304443;126582331;126582335;124439989;129317266;129320911;129320912;129369717;129370194;133139305;131632909;135299197;135299228;135302680;135328995;137367755;137455362;138106920;138113384;137706654	HMDB:(649 852);PubChem class - food;SuperNatural:(SN00064911 SN00246057 SN00280469 SN00394383 SN00158553 SN00385789 SN00013570 SN00398132 SN00064909 SN00298773 SN00162883 SN00301962 SN00328186 SN00364725 SN00157523 SN00361468 SN00385849 SN00321031 SN00018454 SN00384322 SN00064908 SN00177647 SN00352649 SN00006464 SN00399273 SN00332828 SN00358223 SN00006463 SN00177643 SN00158562 SN00157826 SN00292469 SN00006862 SN00143454 SN00064910);ZINC bio:(ZINC03831458 ZINC03831459 ZINC03831460 ZINC03831461 ZINC03978429 ZINC03978430 ZINC03982451 ZINC03982452 ZINC03982453 ZINC03982454 ZINC04095717 ZINC05651128 ZINC06393492 ZINC12494437 ZINC13545745);additional;MeSH:(22012 222284 457801 9823110 12303662 124823816 137706654);Plantcyc:(CPD-4143);PubMed;NORMAN:(NS00003845);COCONUT:(CNP0236620);KNApSAcK:(3672);Natural Products:(UNPD2194 UNPD52570 UNPD185001 UNPD52266 UNPD46079 UNPD124276 UNPD65398 UNPD230357 UNPD60608 UNPD2383 UNPD8468 UNPD128255 UNPD6300 UNPD171522 UNPD34610 UNPD11020 UNPD128790 UNPD157866 UNPD187940 UNPD46148 UNPD138887 UNPD10955 UNPD191544 UNPD42993);PubChem:(6744 6745 510083 22012 86821 636741 1738058 1738060 1738061 1738062 222284 369316 457801 4529640 7000566 7000567 7067828 7067829 7067830 7067831 7098623 5316716 5321342 5321343 6432744 6604213 6916037 10788018 9823110 10835678 12303641 12303645 12303647 12303654 12303655 12303657 12303662 12303666 12303681 11683087 10180059 11870453 11870454 11870455 11870456 11870464 11870465 11870466 11870467 10431963 11395885 16758079 16759303 16057789 16058025 16394479 22297362 25201437 44135706 49873467 53298522 57347730 59297131 59297134 58165298 58351941 68262698 71095690 86575754 101018628 101223340 101223341 117661768 119078637 118201095 122361482 122411791 122411793 124823816 124825156 124903792 124300867 124304443 126582331 126582335 124439989 129317266 129320911 129320912 129369717 129370194 133139305 131632909 135299197 135299228 135302680 135328995 137367755 137455362 138106920 138113384 137706654);CHEBI:(132823 27693);PubChem class - bio and metabolites;KEGG:(C19654 C01753);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-4143)	255781246	397.383	1836.791	895_140221_896
409	1	1		-77.786	1.0	113.351	C20H32O2	[M - H2O + H]+	FDGQIVOIHOIMNK	InChI=1S/C20H32O2/c1-12-11-20(3)13(10-17(12)21)4-5-14-15-6-7-18(22)19(15,2)9-8-16(14)20/h12-17,21H,4-11H2,1-3H3	2|A-methylandrosterone	CC1CC2(C(CCC3C2CCC4(C3CCC4=O)C)CC1O)C	4.432	244128;247863;57375845;90791161;90379465;99574201;99574202	COCONUT:(CNP0234385);PubChem:(244128 247863 57375845 90791161 90379465 99574201 99574202);SuperNatural:(SN00214728);CHEBI:(79480);additional;KEGG:(C14956);Training Set;PubMed	3686754	287.236	1050.88	408_140221_409
28	1	1		-125.693	1.0	33.666	C11H20O2	[M + Na]+	RPJGIPAAHSGBEZ	InChI=1S/C11H20O2/c1-4-5-6-7-8-9-10-11(12-2)13-3/h11H,4-8H2,1-3H3	Parmavert	CCCCCCC#CC(OC)OC	3.3	25812	NORMAN:(NS00013047);PubChem class - safety and toxic;PubChem:(25812)	67371010	207.137	300.46	27_140221_28
554	2	3		-218.363	0.602	34.56	C12H25N5O3	[M + H]+	WYBVBIHNJWOLCJ	InChI=1S/C12H25N5O3/c1-7(2)6-9(11(19)20)17-10(18)8(13)4-3-5-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)	arginylleucine	CC(C)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)N	-0.768	333445;6992562;6992563;88425835;92146622;92146623	COCONUT:(CNP0172058);HMDB:(28713);Natural Products:(UNPD126118);PubChem:(333445 6992562 6992563 88425835 92146622 92146623);SuperNatural:(SN00307247);CHEBI:(73815);ZINC bio:(ZINC01576268);additional;PubChem class - bio and metabolites;Training Set;PubChem class - drug	54059050	288.204	1262.98	553_140221_554
207	1	1		-125.836	1.0	136.62	C20H26O3	[M + H]+	RITYYQSDASPQSY	InChI=1S/C20H26O3/c1-13(21)17-8-9-18-15-6-4-3-5-14(22)7-10-19(23)16(15)11-12-20(17,18)2/h15-18H,5-12H2,1-2H3	Pregnyne	CC(=O)C1CCC2C1(CCC3C2CC#CCC(=O)CCC3=O)C	2.3	193998;22800264	MeSH:(193998);PubChem:(193998 22800264);PubMed	70	315.195	740.061	206_140221_207
3	2	2		-30.406	1.0	128.132	C17H34O2	[M + H]+	FLIACVVOZYBSBS	InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3	Uniphat A60	CCCCCCCCCCCCCCCC(=O)OC	6.565	8181;12233501;10378565;16122098;16122099;25240711;25240712;25241006;25241008;71309087;71480096;90848369;101144974;101144975;101666390;102602134;129728029;131668202	HMDB:(61859);PubChem class - food;SuperNatural:(SN00161142);ZINC bio:(ZINC43871947);additional;HSDB:(112-39-0);MeSH:(8181);PubMed;NORMAN:(NS00006070);COCONUT:(CNP0274232 CNP0365674);KNApSAcK:(30755);Natural Products:(UNPD145843);PubChem:(8181 12233501 10378565 16122098 16122099 25240711 25240712 25241006 25241008 71309087 71480096 90848369 101144974 101144975 101666390 102602134 129728029 131668202);YMDB Mine;CHEBI:(69187);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C16995);PubChem class - safety and toxic;Training Set	51761701758	271.262	49.851	2_140221_3
