VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-00000_PSM_58_WZ0QM0A63R	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55665	56662	1054	Destruxins_Destruxin_A	10	2.6e-16	577.348	624.36	-1	M+H	1	C=CCC1C(=O)N2CCCC2C(=O)NC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C)C(=O)NCCC(=O)O1	0.00
spectra-00000_PSM_60_GZOP0JJQH6	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42712	43447	5657	Aspergillicin_A_Demethoxy,_N-de-Me	10	3.2e-16	696.385	618.328	-1	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC(C)C(C(=O)N1)NC(=O)C	0.00
spectra-00000_PSM_56_TWSCHYUL1Z	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	37177	37805	8383	Chrysosporide	10	3.3e-16	509.358	512.344	-1	M+H	1	N1C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H]1C(C)C)C)CC(C)C)CC(C)C)CC(C)C	0.00
spectra-00000_PSM_57_0PUZ6LRWIH	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	34167	34720	8318	WS-7338-A;_BE-18257-A	10	3.5e-16	598.311	613.334	-1	M+H	1	N1C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1C(C)C)CC(C)C)Cc1c[nH]c2c1cccc2)CCC(=O)O)C	0.00
spectra-00000_PSM_55_Y2SQQC606U	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55676	56673	8204	E'Surugamide_A'	12	4.1e-16	911.621	449.809	-1	M+2H	2	NCCCC[C@H]1NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)[C@@H](CC)C)Cc1ccccc1)CC(C)C)[C@H](CC)C)[C@H](CC)C)[C@@H](CC)C	0.00
spectra-00000_PSM_67_1V1Z39JH66	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	34278	34834	8314	WS-7338-D	10	5.4e-16	584.296	599.318	-1	M+H	1	N1C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1C(C)C)Cc1c[nH]c2c1cccc2)CCC(=O)O)C)C(C)C	0.00
spectra-00000_PSM_69_I90USIHKSL	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	8312	8381	504	Nocardiamide_A_Nocardiamide_A	10	5.7e-16	686.437	765.454	-1	M+H	1	CCC(C)C1C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)N1	0.00
spectra-00000_PSM_68_GN4INNS4UX	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42014	42743	8678	Phakellistatin_13	10	7.9e-16	798.406	827.407	-1	M+H	1	N12C(=O)C(NC(=O)C(NC(=O)[C@@H](NC(=O)[C@H]3N(C(=O)CNC(=O)[C@@H](NC(=O)[C@@H]1CCC2)Cc1ccccc1)CCC3)C(O)C)CC(C)C)Cc1c[nH]c2c1cccc2	0.00
spectra-00000_PSM_70_HKQQAM5OWJ	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55688	56686	4038	Isaridins_Isaridin_C1	11	1.1e-15	669.41	642.385	-1	M+H	1	CCC(C)C1C(=O)NCCC(=O)OC(CC(C)C)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N1C	0.00
spectra-00000_PSM_71_HB5ZKLU8NU	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	49839	50740	8820	stylopeptide_1	9	1.2e-15	767.458	649.428	-1	M+H	1	[C@H]1(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC1=O)CO)[C@H](CC)C)CC(C)C)[C@H](CC)C)Cc1ccccc1	0.00
spectra-00000_PSM_72_M627ZVKC65	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55632	56629	2318	Destruxins_δPro-Methyl,_3-isoleucine_homologue	9	1.4e-15	605.379	592.367	-1	M+H	1	C=CCC1C(=O)N2CCC(C)C2C(=O)NC(C(C)CC)C(=O)N(C)C(C(C)CC)C(=O)N(C)C(C)C(=O)NCCC(=O)O1	0.00
spectra-00000_PSM_73_Y02C47TGN2	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	52943	53899	4871	Virginiamycin_S5_Virginiamycin_S5	8	1.4e-15	763.354	875.465	-1	M+H	1	CCC1C(=O)N2CCCC2C(=O)N(C)C(Cc2ccccc2)C(=O)N2CCC(CC2C(=O)NC(C)C(=O)OC(C)C(C(=O)N1)NC(=O)c1c(cccn1)O)O	0.00
None	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55635	56632	3499	Bursaphelocide_B_Bursaphelocide_B	10	2.0e-15	607.394	608.401	-1	M+H	1	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)N(C)C(C)C(=O)NCCC(=O)OC(C(C)CC)C(=O)N2CC(C)CC2C(=O)N1	0.00
spectra-00000_PSM_75_JGJLKTZHX9	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	32592	33106	1070	Cyclodidemnamide_B_Cyclodidemnamide_B	7	2.1e-15	689.303	827.44	-1	M+H	1	CCC(C)C1C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)N2CCCC2c2nc(cs2)C(=O)NC(CC(C)C)c2nc(cs2)C(=O)N1	0.00
spectra-00000_PSM_76_HXBXFWXRUZ	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	32854	33374	5867	Isariins_Isariin_E	10	2.4e-15	553.348	548.344	-1	M+H	1	CCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_77_5CCYVV27LH	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	24305	24704	8589	Emericellamide_B	10	2.4e-15	651.457	610.417	-1	M+H	1	O1[C@@H]([C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C1=O)C)C)CC(C)C)C(C)C)C)[C@H](C[C@H](CCCCCC)C)C	0.00
spectra-00000_PSM_78_9DO4PTG51G	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	44980	45773	8826	stylisin_2	8	2.6e-15	811.427	860.417	-1	M+H	1	c1(ccc(cc1)CC1NC(=O)[C@H]2N(CCC2)C(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@H]3N(C(=O)[C@H]4N(C1=O)CCC4)CCC3)Cc1ccccc1)CCC2)[C@H](CC)C)O	0.00
spectra-00000_PSM_79_XU4SWYI6VZ	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	24964	25367	3969	Isariins_Isoisariin_B	11	3.1e-15	595.394	638.446	-1	M+H	1	CCCCC(C)C1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_80_AQ7MOCJNRA	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	48407	49273	8383	Chrysosporide	8	5.5e-15	509.358	640.44	-1	M+H	1	N1C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H]1C(C)C)C)CC(C)C)CC(C)C)CC(C)C	0.00
spectra-00000_PSM_81_W9UNO9EEDW	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	52330	53279	7173	Enniatins_Enniatin_O1	7	5.9e-15	667.441	671.458	-1	M+H	1	CCC(C)C1C(=O)N(C)C(CC(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_82_E138AWIXCU	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	51671	52607	5805	Isariins_Isariin_C2	11	7.0e-15	567.363	554.351	-1	M+H	1	CCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_83_TON9K4SEKC	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	31295	31792	2397	Cyclozanthoxylane_A_Cyclozanthoxylane_A	9	8.7e-15	459.248	421.245	-1	M+H	1	CC(C)CC1C(=O)NC(C)C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC(C)C(=O)N1	0.00
spectra-00000_PSM_84_Z357Z01YEY	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	41830	42555	8820	stylopeptide_1	10	1.4e-14	767.458	766.413	-1	M+H	1	[C@H]1(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC1=O)CO)[C@H](CC)C)CC(C)C)[C@H](CC)C)Cc1ccccc1	0.00
spectra-00000_PSM_86_II3CGNT6LU	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	52343	53292	7235	Enniatins_Enniatin_M1	7	2.2e-14	683.436	701.469	-1	M+H	1	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)OC(C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)O1)C(C)(CC)O	0.00
spectra-00000_PSM_87_ISYD95EPWO	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	37988	38630	5867	Isariins_Isariin_E	10	2.8e-14	553.348	472.313	-1	M+H	1	CCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_88_1IH0LI2256	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	2818	2854	8204	E'Surugamide_A'	8	2.8e-14	911.621	784.533	-1	M+H	1	NCCCC[C@H]1NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)[C@@H](CC)C)Cc1ccccc1)CC(C)C)[C@H](CC)C)[C@H](CC)C)[C@@H](CC)C	0.00
spectra-00000_PSM_89_3Y1C88KJES	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	38097	38741	8596	Phepropeptin_A	7	3.0e-14	682.442	764.47	-1	M+H	1	N12C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H]1CCC2)CC(C)C)CC(C)C)C(C)C)CC(C)C)Cc1ccccc1	0.00
None	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42086	42815	9222	phakellistatin_16	11	3.5e-14	1036.5	519.256	-1	M+2H	2	[C@@H]1(C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCNC(=N)N)CO)CC(=O)O)Cc1ccccc1)CCC2)Cc1ccc(cc1)O)[C@H](O)C)C(C)C)C	11.11
spectra-00000_PSM_91_1JEARVTZ2E	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55716	56717	6108	Destruxins_4',5'-Dihydro	8	8.9e-14	579.363	608.365	-1	M+H	1	CCCC1C(=O)N2CCCC2C(=O)NC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C)C(=O)NCCC(=O)O1	0.00
spectra-00000_PSM_92_WJTO0BLA5E	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	46051	46871	2730	Peptidolipin_F_Peptidolipin_F	11	1.1e-13	781.459	364.72	-1	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)OC)C(=O)OC(C)CC(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1	10.00
spectra-00000_PSM_93_DMFAVURQ80	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	52336	53285	7173	Enniatins_Enniatin_O1	6	1.1e-13	667.441	685.475	-1	M+H	1	CCC(C)C1C(=O)N(C)C(CC(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_94_HSN4M5SO9M	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	32636	33152	6833	Destruxins_NVal,NAla-Di-de-Me	7	1.1e-13	565.348	617.365	-1	M+H	1	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NCCC(=O)OC(CC(C)C)C(=O)N2CCCC2C(=O)N1	0.00
spectra-00000_PSM_95_8LW1IF6LX7	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	49164	50050	8295	Protodestruxin	7	1.2e-13	579.363	529.335	-1	M+H	1	N12C(=O)C(OC(=O)CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1CCC2)C(CC)C)C(C)C)C)CCC(C)C	0.00
spectra-00000_PSM_96_IXLZ9PSXJA	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	49862	50764	8820	stylopeptide_1	6	1.6e-13	767.458	671.41	-1	M+H	1	[C@H]1(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC1=O)CO)[C@H](CC)C)CC(C)C)[C@H](CC)C)Cc1ccccc1	0.00
spectra-00000_PSM_97_WR5PZIGUJ0	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	24328	24727	7561	Aurilide_C_Aurilide_C	9	1.7e-13	819.536	817.517	-1	M+H	1	CCC=C(C)C1C(C)C(CC=C(C)C(=O)OC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)N(C)CC(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)O1)O	0.00
spectra-00000_PSM_98_YDKH68LF0K	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	43861	44636	6853	Ceratospongamide_Ceratospongamide	6	1.7e-13	767.347	891.473	-1	M+H	1	CCC(C)C1C2=NC(C(C)O2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2c2nc(cs2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	0.00
spectra-00000_PSM_99_OD2C9V9O3I	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	48867	49745	5388	Daitocidin_Daitocidin_A1	8	2.1e-13	881.511	770.501	-1	M+H	1	CC(C)CC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)OC(C)CC(=O)NC(CCC(=O)O)C(=O)N1	0.00
spectra-00000_PSM_100_XCW5OZ2AT0	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42106	42835	9222	phakellistatin_16	11	2.4e-13	1036.5	538.761	-1	M+2H	2	[C@@H]1(C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCNC(=N)N)CO)CC(=O)O)Cc1ccccc1)CCC2)Cc1ccc(cc1)O)[C@H](O)C)C(C)C)C	9.09
None	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	52948	53904	1690	Amphisin_9-L-Glutamic_acid_analogue	8	2.7e-13	1408.84	705.429	-1	M+2H	2	CCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(C)OC(=O)CCC(C(=O)O)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CCC(=N)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC1=O)O	8.33
spectra-00000_PSM_102_N9S2N9MNSM	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	26008	26422	2203	Actinomycin_F9_Actinomycin_F9	7	2.8e-13	1228.61	555.848	-1	M+2H	2	CC(C)C1C(=O)N(C)CC(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC(C)C(C(=O)N1)NC(=O)c1ccc(C)c2c1nc1c(c(c(=O)c(C)c1o2)N)C(=O)NC1C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C(=O)C(C(C)C)NC1=O	7.69
spectra-00000_PSM_103_QESQGDXPL6	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	2130	2161	968	Plactin_A_4'-Deoxy	9	4.1e-13	628.406	586.397	-1	M+H	1	CCC(C)C1C(=O)NC(Cc2ccccc2)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)N1	0.00
spectra-00000_PSM_104_4ODC85I8S8	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	26139	26553	7994	Xenoamicin_B_structure_1	9	5.1e-13	1313.83	703.893	-1	M+2H	2	O=C1N[C@H](C(=O)N[C@H]([C@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)C(=O)NCCC(=O)N2[C@@H](C(=O)N[C@H](C(=O)O[C@@H]([C@H]1NC(=O)[C@H]([C@H](C)CC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](C)NC(=O)[C@H]1N(C(=O)CCC)CCC1)C)C(C)C)CCC2)C(C)C	7.14
spectra-00000_PSM_105_TX0NBLOA7X	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	28906	29361	3552	Minutissamide_A_Minutissamide_A	9	6.9e-13	1117.61	526.299	-1	M+2H	2	CCCCCCCCC(C)C1C(C(=O)NC(C(C)C)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)N(C)C(CC(=N)O)C(=O)N2CCCC2C(=O)N1)O	6.67
spectra-00000_PSM_106_KZXSW7K9U5	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	29185	29643	8960	phakellistatin_6	10	8.4e-13	850.474	429.255	-1	M+2H	2	c1ccc2c(c1)c(c[nH]2)C[C@H]1C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N4[C@H](C(=O)N1)CCC4)Cc1ccccc1)CCC3)[C@@H](C)CC)CCC2)CC(C)C	6.25
spectra-00000_PSM_107_PRVKZK5ZYB	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	24301	24700	2061	Emericellamides_Emericellamide_B	7	9.2e-13	623.426	638.449	-1	M+H	1	CCCCC(C)CC(C)C1C(C)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)O1	0.00
None	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55728	56729	6109	Isariins_Isariin_G1	10	1.1e-12	609.41	610.418	-1	M+H	1	CCCCCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_108_RIWV7LB9R4	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	48397	49263	141	Isariins_Isariin_D	6	1.1e-12	539.332	476.302	-1	M+H	1	CCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)O1	0.00
spectra-00000_PSM_110_5FBGQS3QZZ	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42019	42748	499	Sanguinamide_A_Sanguinamide_A	9	1.2e-12	721.362	748.402	-1	M+H	1	CCC(C)C1c2nc(cs2)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)N1	0.00
spectra-00000_PSM_111_U5EQ3057DQ	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	42323	43053	9321	callyaerin_H	8	1.2e-12	1043.62	529.827	-1	M+2H	2	C1CC[C@@H]2N1C(=O)[C@@H](N/C=C(\NC(=O)[C@@H](NC(=O)[C@H]1N(C(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC2=O)C(C)C)Cc2ccccc2)CCC3)CCC1)CC(C)C)/C(=O)N1[C@@H](CCC1)C(=O)N[C@H](C(=O)N)[C@H](CC)C)C(C)C	5.88
None	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	52357	53307	7173	Enniatins_Enniatin_O1	6	1.6e-12	667.441	668.448	-1	M+H	1	CCC(C)C1C(=O)N(C)C(CC(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_113_D607BKYH7U	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	52000	52941	3660	Citrusin_X_Citrusin_X	6	1.7e-12	738.349	849.45	-1	M+H	1	c1ccc(cc1)CC1C(=O)NCC(=O)NCC(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)N1	0.00
spectra-00000_PSM_114_YZO4XXUTKB	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	28907	29362	2003	Citrusin_VIII_Citrusin_VIII	9	1.8e-12	821.48	417.746	-1	M+2H	2	CCC(C)C1C(=O)NC(C)C(=O)NC(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CC(C)C)C(=O)N1	5.56
spectra-00000_PSM_115_NQSAC7VZYM	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	43989	44766	5701	Cyclosporin,_9CI_Cyclosporin_K	9	2.1e-12	1199.86	611.821	-1	M+2H	2	CC=CCC(C)CC1C(=O)NC(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	5.26
spectra-00000_PSM_116_Q7DZTQ94EK	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	55055	56038	8204	E'Surugamide_A'	10	2.3e-12	911.621	465.823	-1	M+2H	2	NCCCC[C@H]1NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)[C@@H](CC)C)Cc1ccccc1)CC(C)C)[C@H](CC)C)[C@H](CC)C)[C@@H](CC)C	5.00
spectra-00000_PSM_117_229RSZF0FM	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	46205	47026	1070	Cyclodidemnamide_B_Cyclodidemnamide_B	8	2.7e-12	689.303	344.707	-1	M+2H	2	CCC(C)C1C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)N2CCCC2c2nc(cs2)C(=O)NC(CC(C)C)c2nc(cs2)C(=O)N1	4.76
None	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	38119	38763	2061	Emericellamides_Emericellamide_B	10	3.2e-12	623.426	624.435	-1	M+H	1	CCCCC(C)CC(C)C1C(C)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)O1	0.00
spectra-00000_PSM_119_THKMG9FGH2	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	49258	50147	7157	Destruxins_2-Valine_analogue,_NVal-de-Me	8	3.3e-12	565.348	354.703	-1	M+2H	2	CC(C)CC1C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCCC(=O)O1	4.55
spectra-00000_PSM_120_DUMJYC1CMN	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	48334	49200	5867	Isariins_Isariin_E	9	3.4e-12	553.348	540.334	-1	M+H	1	CCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_121_5C1YJ2P9CD	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	13697	13852	5867	Isariins_Isariin_E	6	4.4e-12	553.348	476.303	-1	M+H	1	CCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_122_WDIPIZL1L6	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	56517	57541	3004	Haliclonamide_B_Haliclonamide_B	10	4.4e-12	788.386	330.198	-1	M+2H	2	CCC(C)C1C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C)c2nc(co2)C(=O)NC(Cc2ccc(cc2)O)C(=O)N2CCCC2C2=NC(C(C)O2)C(=O)N1	4.35
spectra-00000_PSM_123_22IVQ9QFYE	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	49959	50863	5867	Isariins_Isariin_E	8	4.9e-12	553.348	548.343	-1	M+H	1	CCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	0.00
spectra-00000_PSM_124_A396BJ0TTW	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	51688	52624	8829	Stenothricin_component_II	6	5.0e-12	1103.55	1061.54	-1	M+H	1	S(=O)(=O)(CC(C(=O)NC1C(=O)NC(C(=O)NC(C(=O)N/C(=C\C)/C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N(CC(=O)OC1C)C)CCCCN)CO)C(C)C)CN)CO)NC(=O)CC(=O)CCCCCCCCCC)O	0.00
spectra-00000_PSM_125_KJ3D2VEBRL	929ce9411f684cf8abd009670b293a33/spectra/specs_ms.mgf	51735	52671	5330	Wewakazole_Wewakazole	9	5.9e-12	1140.54	595.278	-1	M+2H	2	CCC(C)C1c2nc(co2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NCC(=O)NC(C(C)C)c2nc(c(C)o2)C(=O)NC(Cc2ccccc2)c2nc(co2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	4.17
